1,MaxEStateIndex
2,MinEStateIndex
3,MaxAbsEStateIndex
4,MinAbsEStateIndex
5,qed
6,MolWt
7,HeavyAtomMolWt
8,ExactMolWt
9,NumValenceElectrons
10,NumRadicalElectrons
11,MaxPartialCharge
12,MinPartialCharge
13,MaxAbsPartialCharge
14,MinAbsPartialCharge
15,FpDensityMorgan1
16,FpDensityMorgan2
17,FpDensityMorgan3
18,BCUT2D_MWHI
19,BCUT2D_MWLOW
20,BCUT2D_CHGHI
21,BCUT2D_CHGLO
22,BCUT2D_LOGPHI
23,BCUT2D_LOGPLOW
24,BCUT2D_MRHI
25,BCUT2D_MRLOW
26,BalabanJ
27,BertzCT
28,Chi0
29,Chi0n
30,Chi0v
31,Chi1
32,Chi1n
33,Chi1v
34,Chi2n
35,Chi2v
36,Chi3n
37,Chi3v
38,Chi4n
39,Chi4v
40,HallKierAlpha
41,Ipc
42,Kappa1
43,Kappa2
44,Kappa3
45,LabuteASA
46,PEOE_VSA1
47,PEOE_VSA10
48,PEOE_VSA11
49,PEOE_VSA12
50,PEOE_VSA13
51,PEOE_VSA14
52,PEOE_VSA2
53,PEOE_VSA3
54,PEOE_VSA4
55,PEOE_VSA5
56,PEOE_VSA6
57,PEOE_VSA7
58,PEOE_VSA8
59,PEOE_VSA9
60,SMR_VSA1
61,SMR_VSA10
62,SMR_VSA2
63,SMR_VSA3
64,SMR_VSA4
65,SMR_VSA5
66,SMR_VSA6
67,SMR_VSA7
68,SMR_VSA8
69,SMR_VSA9
70,SlogP_VSA1
71,SlogP_VSA10
72,SlogP_VSA11
73,SlogP_VSA12
74,SlogP_VSA2
75,SlogP_VSA3
76,SlogP_VSA4
77,SlogP_VSA5
78,SlogP_VSA6
79,SlogP_VSA7
80,SlogP_VSA8
81,SlogP_VSA9
82,TPSA
83,EState_VSA1
84,EState_VSA10
85,EState_VSA11
86,EState_VSA2
87,EState_VSA3
88,EState_VSA4
89,EState_VSA5
90,EState_VSA6
91,EState_VSA7
92,EState_VSA8
93,EState_VSA9
94,VSA_EState1
95,VSA_EState10
96,VSA_EState2
97,VSA_EState3
98,VSA_EState4
99,VSA_EState5
100,VSA_EState6
101,VSA_EState7
102,VSA_EState8
103,VSA_EState9
104,FractionCSP3
105,HeavyAtomCount
106,NHOHCount
107,NOCount
108,NumAliphaticCarbocycles
109,NumAliphaticHeterocycles
110,NumAliphaticRings
111,NumAromaticCarbocycles
112,NumAromaticHeterocycles
113,NumAromaticRings
114,NumHAcceptors
115,NumHDonors
116,NumHeteroatoms
117,NumRotatableBonds
118,NumSaturatedCarbocycles
119,NumSaturatedHeterocycles
120,NumSaturatedRings
121,RingCount
122,MolLogP
123,MolMR
124,fr_Al_COO
125,fr_Al_OH
126,fr_Al_OH_noTert
127,fr_ArN
128,fr_Ar_COO
129,fr_Ar_N
130,fr_Ar_NH
131,fr_Ar_OH
132,fr_COO
133,fr_COO2
134,fr_C_O
135,fr_C_O_noCOO
136,fr_C_S
137,fr_HOCCN
138,fr_Imine
139,fr_NH0
140,fr_NH1
141,fr_NH2
142,fr_N_O
143,fr_Ndealkylation1
144,fr_Ndealkylation2
145,fr_Nhpyrrole
146,fr_SH
147,fr_aldehyde
148,fr_alkyl_carbamate
149,fr_alkyl_halide
150,fr_allylic_oxid
151,fr_amide
152,fr_amidine
153,fr_aniline
154,fr_aryl_methyl
155,fr_azide
156,fr_azo
157,fr_barbitur
158,fr_benzene
159,fr_benzodiazepine
160,fr_bicyclic
161,fr_diazo
162,fr_dihydropyridine
163,fr_epoxide
164,fr_ester
165,fr_ether
166,fr_furan
167,fr_guanido
168,fr_halogen
169,fr_hdrzine
170,fr_hdrzone
171,fr_imidazole
172,fr_imide
173,fr_isocyan
174,fr_isothiocyan
175,fr_ketone
176,fr_ketone_Topliss
177,fr_lactam
178,fr_lactone
179,fr_methoxy
180,fr_morpholine
181,fr_nitrile
182,fr_nitro
183,fr_nitro_arom
184,fr_nitro_arom_nonortho
185,fr_nitroso
186,fr_oxazole
187,fr_oxime
188,fr_para_hydroxylation
189,fr_phenol
190,fr_phenol_noOrthoHbond
191,fr_phos_acid
192,fr_phos_ester
193,fr_piperdine
194,fr_piperzine
195,fr_priamide
196,fr_prisulfonamd
197,fr_pyridine
198,fr_quatN
199,fr_sulfide
200,fr_sulfonamd
201,fr_sulfone
202,fr_term_acetylene
203,fr_tetrazole
204,fr_thiazole
205,fr_thiocyan
206,fr_thiophene
207,fr_unbrch_alkane
208,fr_urea
